verse,ref
Jeremiah 29:11,Ezekiel 36:17
Jeremiah 29:11,Ezekiel 36:18
Jeremiah 29:11,Ezekiel 36:19
Jeremiah 29:11,Ezekiel 36:20
Jeremiah 29:11,Ezekiel 36:21
Jeremiah 29:11,Ezekiel 36:22
Jeremiah 29:11,Ezekiel 36:23
Jeremiah 29:11,Ezekiel 36:24
Jeremiah 29:11,Ezekiel 36:25
Jeremiah 29:11,Ezekiel 36:26
Jeremiah 29:11,Ezekiel 36:27
Jeremiah 29:11,Ezekiel 36:28
Jeremiah 29:11,Ezekiel 36:29
Jeremiah 29:11,Ezekiel 36:30
Jeremiah 29:11,Ezekiel 36:31
Jeremiah 29:11,Ezekiel 36:32
Jeremiah 29:11,Ezekiel 36:33
Jeremiah 29:11,Ezekiel 36:34
Jeremiah 29:11,Ezekiel 36:35
Jeremiah 29:11,Ezekiel 36:36
Jeremiah 29:11,Ezekiel 36:37
Jeremiah 29:11,Ezekiel 39:1
Jeremiah 29:11,Ezekiel 39:2
Jeremiah 29:11,Ezekiel 39:3
Jeremiah 29:11,Ezekiel 39:4
Jeremiah 29:11,Ezekiel 39:5
Jeremiah 29:11,Ezekiel 39:6
Jeremiah 29:11,Ezekiel 39:7
Jeremiah 29:11,Ezekiel 39:8
Jeremiah 29:11,Ezekiel 39:9
Jeremiah 29:11,Ezekiel 39:10
Jeremiah 29:11,Ezekiel 39:11
Jeremiah 29:11,Ezekiel 39:12
Jeremiah 29:11,Ezekiel 39:13
Jeremiah 29:11,Ezekiel 39:14
Jeremiah 29:11,Ezekiel 39:15
Jeremiah 29:11,Ezekiel 39:16
Jeremiah 29:11,Ezekiel 39:17
Jeremiah 29:11,Ezekiel 39:18
Jeremiah 29:11,Ezekiel 39:19
Jeremiah 29:11,Ezekiel 39:20
Jeremiah 29:11,Ezekiel 39:21
Jeremiah 29:11,Ezekiel 39:22
Jeremiah 29:11,Ezekiel 39:23
Jeremiah 29:11,Ezekiel 39:24
Jeremiah 29:11,Ezekiel 39:25
Jeremiah 29:11,Ezekiel 39:26
Jeremiah 29:11,Ezekiel 39:27
Jeremiah 29:11,Ezekiel 39:28
Jeremiah 29:11,Ezekiel 39:29
Jeremiah 29:11,Hosea 2:14
Jeremiah 29:11,Hosea 2:15
Jeremiah 29:11,Hosea 2:16
Jeremiah 29:11,Hosea 2:17
Jeremiah 29:11,Hosea 2:18
Jeremiah 29:11,Hosea 2:19
Jeremiah 29:11,Hosea 2:20
Jeremiah 29:11,Hosea 2:21
Jeremiah 29:11,Hosea 2:22
Jeremiah 29:11,Hosea 2:23
Jeremiah 29:11,Hosea 3:5
Jeremiah 29:11,Hosea 14:2
Jeremiah 29:11,Hosea 14:3
Jeremiah 29:11,Hosea 14:4
Jeremiah 29:11,Hosea 14:5
Jeremiah 29:11,Hosea 14:6
Jeremiah 29:11,Hosea 14:7
Jeremiah 29:11,Hosea 14:8
Jeremiah 29:11,Hosea 14:9
Jeremiah 29:11,Joel 2:28
Jeremiah 29:11,Joel 2:29
Jeremiah 29:11,Joel 2:30
Jeremiah 29:11,Joel 2:31
Jeremiah 29:11,Joel 2:32
Jeremiah 29:11,Amos 9:8
Jeremiah 29:11,Amos 9:9
Jeremiah 29:11,Amos 9:10
Jeremiah 29:11,Amos 9:11
Jeremiah 29:11,Amos 9:12
Jeremiah 29:11,Amos 9:13
Jeremiah 29:11,Amos 9:14
Jeremiah 29:11,Amos 9:15
Jeremiah 29:11,Micah 4:12
Jeremiah 29:11,Micah 5:4
Jeremiah 29:11,Micah 5:5
Jeremiah 29:11,Micah 5:6
Jeremiah 29:11,Micah 5:7
Jeremiah 29:11,Micah 7:14
Jeremiah 29:11,Micah 7:15
Jeremiah 29:11,Micah 7:16
Jeremiah 29:11,Micah 7:17
Jeremiah 29:11,Micah 7:18
Jeremiah 29:11,Micah 7:19
Jeremiah 29:11,Micah 7:20
Jeremiah 29:11,Zephaniah 3:14
Jeremiah 29:11,Zephaniah 3:15
Jeremiah 29:11,Zephaniah 3:16
Jeremiah 29:11,Zephaniah 3:17
Jeremiah 29:11,Zephaniah 3:18
Jeremiah 29:11,Zephaniah 3:19
Jeremiah 29:11,Zephaniah 3:20
Jeremiah 29:11,Zechariah 1:6
Jeremiah 29:11,Zechariah 8:14
Jeremiah 29:11,Zechariah 8:15
Jeremiah 29:11,Zechariah 9:9
Jeremiah 29:11,Zechariah 9:10
Jeremiah 29:11,Zechariah 9:11
Jeremiah 29:11,Zechariah 9:12
Jeremiah 29:11,Zechariah 9:13
Jeremiah 29:11,Zechariah 9:14
Jeremiah 29:11,Zechariah 9:15
Jeremiah 29:11,Zechariah 9:16
Jeremiah 29:11,Zechariah 9:17
Jeremiah 29:11,Zechariah 12:5
Jeremiah 29:11,Zechariah 12:6
Jeremiah 29:11,Zechariah 12:7
Jeremiah 29:11,Zechariah 12:8
Jeremiah 29:11,Zechariah 12:9
Jeremiah 29:11,Zechariah 12:10
Jeremiah 29:11,Zechariah 14:20
Jeremiah 29:11,Zechariah 14:21
Jeremiah 29:11,Revelation 14:8
Jeremiah 29:11,Revelation 14:9
Jeremiah 29:11,Revelation 14:10
Jeremiah 29:11,Revelation 14:11
Jeremiah 29:11,Revelation 14:12
Jeremiah 29:11,Revelation 14:13
Jeremiah 29:11,Revelation 14:14
Jeremiah 29:12,Psalms 50:15
Jeremiah 29:12,Jeremiah 33:3
Jeremiah 29:13,Deuteronomy 4:29
Jeremiah 29:13,Deuteronomy 4:30
Jeremiah 29:13,Deuteronomy 4:31
Jeremiah 29:13,Psalms 119:2
Jeremiah 29:13,Jeremiah 24:7
Jeremiah 29:13,Joel 2:12
Jeremiah 30:18,Psalms 102:13
Jeremiah 30:18,Jeremiah 30:3
Jeremiah 30:18,Haggai 2:7
Jeremiah 30:18,Haggai 2:8
Jeremiah 30:18,Haggai 2:9
Jeremiah 30:18,Zechariah 1:16
Jeremiah 31:3,Hosea 11:4
Jeremiah 31:31,Ezekiel 37:26
Jeremiah 31:33,Genesis 17:7
Jeremiah 31:33,Genesis 17:8
Jeremiah 31:33,Deuteronomy 30:6
Jeremiah 31:33,Psalms 37:31
Jeremiah 31:33,Psalms 40:8
Jeremiah 31:33,Jeremiah 24:7
Jeremiah 31:33,Jeremiah 30:22
Jeremiah 31:33,Jeremiah 32:38
Jeremiah 31:33,Jeremiah 32:40
Jeremiah 31:33,Ezekiel 11:19
Jeremiah 31:33,Ezekiel 11:20
Jeremiah 31:33,Ezekiel 36:25
Jeremiah 31:33,Ezekiel 36:26
Jeremiah 31:33,Ezekiel 36:27
Jeremiah 31:33,Ezekiel 37:27
Jeremiah 31:33,Zechariah 13:9
Jeremiah 31:33,Romans 7:22
Jeremiah 31:33,2 Corinthians 3:3
Jeremiah 31:33,Hebrews 8:10
Jeremiah 31:33,Hebrews 10:16
Jeremiah 31:33,Revelation 21:3
Jeremiah 32:17,Genesis 18:14
Jeremiah 32:17,Exodus 20:11
Jeremiah 32:17,2 Kings 19:15
Jeremiah 32:17,Job 42:2
Jeremiah 32:17,Psalms 102:25
Jeremiah 32:17,Isaiah 40:26
Jeremiah 32:17,Isaiah 40:27
Jeremiah 32:17,Isaiah 40:28
Jeremiah 32:17,Isaiah 45:12
Jeremiah 32:17,Isaiah 46:9
Jeremiah 32:17,Isaiah 46:10
Jeremiah 32:17,Jeremiah 10:11
Jeremiah 32:17,Jeremiah 10:12
Jeremiah 32:17,Jeremiah 27:5
Jeremiah 32:17,Jeremiah 32:27
Jeremiah 32:17,Luke 1:37
Jeremiah 32:17,Luke 18:27
Jeremiah 32:17,Hebrews 1:2
Jeremiah 32:17,Hebrews 1:3
Jeremiah 32:17,Hebrews 1:10
Jeremiah 32:17,Hebrews 1:11
Jeremiah 32:17,Hebrews 1:12
Jeremiah 32:27,Jeremiah 32:17
Jeremiah 33:3,Deuteronomy 4:7
Jeremiah 33:3,Deuteronomy 4:29
Jeremiah 33:3,Psalms 50:15
Jeremiah 33:3,Psalms 91:15
Jeremiah 33:3,Isaiah 48:6
Jeremiah 33:3,Isaiah 55:6
Jeremiah 33:3,Isaiah 55:7
Jeremiah 33:3,Isaiah 65:24
Jeremiah 33:3,Jeremiah 29:12
Jeremiah 33:3,Luke 11:9
Jeremiah 33:3,Luke 11:10
Jeremiah 33:3,Acts 2:21
Jeremiah 33:3,Romans 10:12
Jeremiah 33:3,Romans 10:13
Jeremiah 33:3,1 Corinthians 2:7
Jeremiah 33:3,1 Corinthians 2:8
Jeremiah 33:3,1 Corinthians 2:9
Jeremiah 33:3,1 Corinthians 2:10
Jeremiah 33:3,1 Corinthians 2:11
Jeremiah 33:3,Ephesians 3:20
Lamentations 2:19,Psalms 62:8
Ezekiel 3:18,Ezekiel 33:6
Ezekiel 5:12,Ezekiel 5:2
Ezekiel 11:19,Psalms 51:10
Ezekiel 11:19,Jeremiah 31:33
Ezekiel 11:19,Jeremiah 32:39
Ezekiel 11:19,Jeremiah 32:40
Ezekiel 11:19,Ezekiel 18:31
Ezekiel 11:19,Ezekiel 36:26
Ezekiel 11:19,Ezekiel 36:27
Ezekiel 11:19,Zechariah 7:12
Ezekiel 34:2,Jeremiah 3:15
Ezekiel 34:2,Jeremiah 23:1
Ezekiel 34:13,Ezekiel 28:25
Ezekiel 34:13,Ezekiel 28:26
Ezekiel 36:26,Deuteronomy 30:6
Ezekiel 36:26,Psalms 51:10
Ezekiel 36:26,Ezekiel 11:19
Ezekiel 36:26,Ezekiel 11:20
Ezekiel 36:26,2 Corinthians 3:3
Ezekiel 36:26,2 Corinthians 5:17
Ezekiel 36:26,Ephesians 2:10
Ezekiel 36:27,Titus 3:3
Ezekiel 36:27,Titus 3:4
Ezekiel 36:27,Titus 3:5
Ezekiel 36:27,Titus 3:6
Daniel 1:1,2 Chronicles 36:5
Daniel 1:1,2 Chronicles 36:6
Daniel 1:1,2 Chronicles 36:7
Daniel 7:13,Matthew 26:64
Daniel 7:13,Revelation 1:7
Daniel 12:1,Matthew 24:21
Hosea 2:23,Zechariah 13:9
Hosea 2:23,Romans 9:25
Hosea 2:23,Romans 9:26
Hosea 2:23,1 Peter 2:9
Hosea 2:23,1 Peter 2:10
Hosea 4:6,Isaiah 5:13
Hosea 6:6,Matthew 9:13
Hosea 6:6,Matthew 12:7
Joel 2:23,Leviticus 26:4
Joel 2:25,Joel 1:4
Joel 2:25,Joel 1:5
Joel 2:25,Joel 1:6
Joel 2:25,Joel 1:7
Joel 2:25,Zechariah 10:6
Joel 2:28,Isaiah 32:15
Joel 2:28,Ezekiel 39:29
Joel 2:28,Acts 2:16
Joel 2:28,Acts 2:17
Joel 2:28,Acts 2:18
Joel 2:28,Acts 2:19
Joel 2:28,Acts 2:20
Joel 2:28,Acts 2:21
Amos 3:7,Genesis 18:17
Amos 3:7,John 15:15
Amos 4:13,Amos 5:8
Micah 5:2,Matthew 2:6
Micah 5:2,John 7:42
Micah 6:8,Deuteronomy 10:12
Micah 6:8,Deuteronomy 10:13
Micah 6:8,1 Samuel 15:22
Micah 6:8,Jeremiah 22:3
Habakkuk 2:3,Psalms 27:14
Habakkuk 2:3,Daniel 10:14
Habakkuk 2:4,Romans 1:17
Habakkuk 3:18,Job 13:15
Habakkuk 3:19,2 Samuel 22:34
Habakkuk 3:19,Psalms 18:33
Zephaniah 3:17,Hebrews 7:25
Zechariah 4:6,2 Chronicles 14:11
Zechariah 4:6,2 Chronicles 32:7
Zechariah 4:6,2 Chronicles 32:8
Zechariah 4:6,Psalms 20:6
Zechariah 4:6,Psalms 20:7
Zechariah 4:6,Psalms 20:8
Zechariah 4:6,Psalms 33:16
Zechariah 4:6,Psalms 33:20
Zechariah 4:6,Psalms 33:21
Zechariah 4:6,Isaiah 11:2
Zechariah 4:6,Isaiah 11:3
Zechariah 4:6,Isaiah 11:4
Zechariah 4:6,Isaiah 30:1
Zechariah 4:6,Hosea 1:7
Zechariah 4:6,1 Corinthians 2:4
Zechariah 4:6,1 Corinthians 2:5
Zechariah 4:6,2 Corinthians 10:4
Zechariah 4:6,2 Corinthians 10:5
Zechariah 11:12,Matthew 26:15
Zechariah 12:10,Revelation 1:7
Zechariah 13:9,Isaiah 48:10
Malachi 1:6,Luke 6:46
Malachi 3:1,Malachi 4:5
Malachi 3:6,Numbers 23:19
Malachi 3:6,Lamentations 3:22
Malachi 3:6,Lamentations 3:23
Malachi 3:6,Hebrews 13:8
Malachi 3:6,James 1:17
Malachi 3:10,Proverbs 3:9
Malachi 3:10,Proverbs 3:10
Malachi 3:10,Matthew 6:33
Malachi 3:10,2 Corinthians 9:6
Malachi 3:10,2 Corinthians 9:7
Malachi 3:10,2 Corinthians 9:8
Matthew 1:1,Genesis 22:18
Matthew 1:21,Acts 13:23
Matthew 1:23,Isaiah 7:14
Matthew 1:23,Isaiah 9:6
Matthew 1:23,Isaiah 9:7
Matthew 2:2,Numbers 24:17
Matthew 2:6,Micah 5:2
Matthew 2:15,Hosea 11:1
Matthew 2:18,Jeremiah 31:15
Matthew 3:2,Matthew 4:17
Matthew 3:3,Isaiah 40:3
Matthew 3:11,Acts 1:5
Matthew 3:12,Malachi 4:1
Matthew 4:4,Deuteronomy 8:3
Matthew 4:4,Luke 4:4
Matthew 4:4,John 6:31
Matthew 4:4,John 6:32
Matthew 4:4,John 6:33
Matthew 4:4,John 6:34
Matthew 4:4,John 6:35
Matthew 4:4,John 6:36
Matthew 4:4,John 6:37
Matthew 4:4,John 6:38
Matthew 4:4,John 6:39
Matthew 4:4,John 6:40
Matthew 4:4,John 6:41
Matthew 4:4,John 6:42
Matthew 4:4,John 6:43
Matthew 4:4,John 6:44
Matthew 4:4,John 6:45
Matthew 4:4,John 6:46
Matthew 4:4,John 6:47
Matthew 4:4,John 6:48
Matthew 4:4,John 6:49
Matthew 4:4,John 6:50
Matthew 4:4,John 6:51
Matthew 4:4,John 6:52
Matthew 4:4,John 6:53
Matthew 4:4,John 6:54
Matthew 4:4,John 6:55
Matthew 4:4,John 6:56
Matthew 4:4,John 6:57
Matthew 4:4,John 6:58
Matthew 4:4,John 6:59
Matthew 4:4,John 6:63
Matthew 4:4,Romans 15:4
Matthew 4:7,Deuteronomy 6:16
Matthew 5:3,2 Chronicles 7:14
Matthew 5:3,Proverbs 29:23
Matthew 5:3,Isaiah 66:2
Matthew 5:4,Isaiah 61:2
Matthew 5:4,Isaiah 61:3
Matthew 5:4,John 16:20
Matthew 5:4,John 16:21
Matthew 5:4,John 16:22
Matthew 5:4,2 Corinthians 7:9
Matthew 5:4,2 Corinthians 7:10
Matthew 5:4,Revelation 21:4
Matthew 5:5,Psalms 37:11
Matthew 5:5,Psalms 149:4
Matthew 5:5,James 3:13
Matthew 5:6,Psalms 42:1
Matthew 5:6,Psalms 42:2
Matthew 5:6,Psalms 107:9
Matthew 5:6,John 4:14
Matthew 5:6,John 6:27
Matthew 5:6,John 6:48
Matthew 5:6,John 6:49
Matthew 5:6,John 6:50
Matthew 5:6,John 6:51
Matthew 5:6,John 6:52
Matthew 5:6,John 6:53
Matthew 5:6,John 6:54
Matthew 5:6,John 6:55
Matthew 5:6,John 6:56
Matthew 5:6,John 6:57
Matthew 5:6,John 6:58
Matthew 5:7,2 Samuel 22:26
Matthew 5:7,Matthew 6:14
Matthew 5:7,Matthew 6:15
Matthew 5:8,Psalms 24:4
Matthew 5:8,Psalms 51:10
Matthew 5:8,Acts 15:9
Matthew 5:8,Hebrews 12:14
Matthew 5:8,1 Peter 1:22
Matthew 5:9,Hebrews 12:14
Matthew 5:10,James 1:12
Matthew 5:10,1 Peter 3:13
Matthew 5:10,1 Peter 3:14
Matthew 5:11,Matthew 19:29
Matthew 5:11,Matthew 24:9
Matthew 5:11,Mark 13:13
Matthew 5:11,Luke 21:17
Matthew 5:11,1 Peter 2:23
Matthew 5:11,1 Peter 4:14
Matthew 5:13,Leviticus 2:13
Matthew 5:13,Mark 9:49
Matthew 5:13,Mark 9:50
Matthew 5:13,Luke 14:34
Matthew 5:13,Luke 14:35
Matthew 5:13,Colossians 4:6
Matthew 5:14,Philippians 2:15
Matthew 5:16,John 15:8
Matthew 5:16,1 Peter 2:12
Matthew 5:17,Romans 8:4
Matthew 5:18,Luke 16:17
Matthew 5:23,Mark 11:25
Matthew 5:37,James 5:12
Matthew 5:44,Luke 6:27
Matthew 5:44,Luke 6:28
Matthew 5:44,Luke 23:34
Matthew 5:44,Romans 12:14
Matthew 5:44,Romans 12:20
Matthew 5:44,Romans 12:21
Matthew 5:44,1 Peter 3:9
Matthew 5:45,Psalms 145:9
Matthew 6:1,Matthew 23:5
Matthew 6:6,2 Kings 4:33
Matthew 6:11,Exodus 16:16
Matthew 6:11,Exodus 16:17
Matthew 6:11,Exodus 16:18
Matthew 6:11,Exodus 16:19
Matthew 6:11,Exodus 16:20
Matthew 6:11,Exodus 16:21
Matthew 6:11,Exodus 16:22
Matthew 6:11,Exodus 16:23
Matthew 6:11,Exodus 16:24
Matthew 6:11,Exodus 16:25
Matthew 6:11,Exodus 16:26
Matthew 6:11,Exodus 16:27
Matthew 6:11,Exodus 16:28
Matthew 6:11,Exodus 16:29
Matthew 6:11,Exodus 16:30
Matthew 6:11,Exodus 16:31
Matthew 6:11,Exodus 16:32
Matthew 6:11,Exodus 16:33
Matthew 6:11,Exodus 16:34
Matthew 6:11,Exodus 16:35
Matthew 6:11,Proverbs 30:8
Matthew 6:13,1 Corinthians 10:13
Matthew 6:14,Ephesians 4:32
Matthew 6:19,Hebrews 13:5
Matthew 6:24,Luke 16:13
Matthew 6:24,1 John 2:15
Matthew 6:24,1 John 2:16
Matthew 6:25,Matthew 6:31
Matthew 6:26,Psalms 147:9
Matthew 6:33,1 Kings 3:11
Matthew 6:33,1 Kings 3:12
Matthew 6:33,1 Kings 3:13
Matthew 6:33,2 Chronicles 31:20
Matthew 6:33,2 Chronicles 31:21
Matthew 6:33,Psalms 34:9
Matthew 6:33,Psalms 34:10
Matthew 6:33,Psalms 37:3
Matthew 6:33,Psalms 37:18
Matthew 6:33,Psalms 37:19
Matthew 6:33,Psalms 37:25
Matthew 6:33,Psalms 84:11
Matthew 6:33,Psalms 84:12
Matthew 6:33,Proverbs 2:1
Matthew 6:33,Proverbs 2:2
Matthew 6:33,Proverbs 2:3
Matthew 6:33,Proverbs 2:4
Matthew 6:33,Proverbs 2:5
Matthew 6:33,Proverbs 2:6
Matthew 6:33,Proverbs 2:7
Matthew 6:33,Proverbs 2:8
Matthew 6:33,Proverbs 2:9
Matthew 6:33,Proverbs 3:9
Matthew 6:33,Proverbs 3:10
Matthew 6:33,Haggai 1:2
Matthew 6:33,Haggai 1:3
Matthew 6:33,Haggai 1:4
Matthew 6:33,Haggai 1:5
Matthew 6:33,Haggai 1:6
Matthew 6:33,Haggai 1:7
Matthew 6:33,Haggai 1:8
Matthew 6:33,Haggai 1:9
Matthew 6:33,Haggai 1:10
Matthew 6:33,Haggai 1:11
Matthew 6:33,Matthew 3:2
Matthew 6:33,Matthew 5:6
Matthew 6:33,Matthew 19:29
Matthew 6:33,Mark 10:29
Matthew 6:33,Mark 10:30
Matthew 6:33,Luke 12:31
Matthew 6:33,Luke 18:29
Matthew 6:33,Luke 18:30
Matthew 6:33,John 6:27
Matthew 6:33,Romans 1:17
Matthew 6:33,Romans 8:31
Matthew 6:33,Romans 14:17
Matthew 6:33,1 Corinthians 1:30
Matthew 6:33,2 Corinthians 5:21
Matthew 6:33,Colossians 1:13
Matthew 6:33,Colossians 1:14
Matthew 6:33,1 Timothy 4:8
Matthew 7:1,Matthew 7:5
Matthew 7:1,Luke 6:37
Matthew 7:1,Luke 6:41
Matthew 7:1,Romans 2:1
Matthew 7:1,Romans 2:2
Matthew 7:1,Romans 14:10
Matthew 7:1,Romans 14:11
Matthew 7:1,Romans 14:12
Matthew 7:1,Romans 14:13
Matthew 7:1,James 4:11
Matthew 7:1,James 4:12
Matthew 7:6,Proverbs 9:7
Matthew 7:6,Proverbs 9:8
Matthew 7:7,Matthew 21:22
Matthew 7:7,Mark 11:24
Matthew 7:7,John 14:13
Matthew 7:7,John 14:14
Matthew 7:7,John 15:7
Matthew 7:7,John 15:16
Matthew 7:7,1 John 3:22
Matthew 7:13,Proverbs 16:25
Matthew 7:13,Isaiah 55:7
Matthew 7:13,Luke 13:24
Matthew 7:13,Luke 13:25
Matthew 7:14,Mark 8:34
Matthew 7:15,1 John 4:1
Matthew 7:21,Romans 2:13
Matthew 7:21,James 1:22
Matthew 7:24,Luke 6:47
Matthew 7:24,Luke 6:48
Matthew 7:24,Luke 6:49
Matthew 8:17,Isaiah 53:4
Matthew 8:17,1 Peter 2:24
Matthew 9:5,John 5:8
Matthew 9:5,John 5:9
Matthew 9:5,John 5:10
Matthew 9:5,John 5:11
Matthew 9:5,John 5:12
Matthew 9:5,John 5:13
Matthew 9:5,John 5:14
Matthew 9:13,Proverbs 21:3
Matthew 9:13,Hosea 6:6
Matthew 9:13,Micah 6:6
Matthew 9:13,Micah 6:7
Matthew 9:13,Micah 6:8
Matthew 9:13,Matthew 3:2
Matthew 9:13,Matthew 12:7
Matthew 9:13,Mark 2:17
Matthew 9:13,Luke 5:32
Matthew 9:13,Luke 19:10
Matthew 9:13,Acts 3:19
Matthew 9:13,Acts 11:18
Matthew 9:13,1 Timothy 1:13
Matthew 9:13,1 Timothy 1:14
Matthew 9:13,1 Timothy 1:15
Matthew 9:13,1 Timothy 1:16
Matthew 9:37,Luke 10:2
Matthew 10:16,Luke 10:3
Matthew 10:17,Mark 13:9
Matthew 10:22,Matthew 10:39
Matthew 10:22,Matthew 24:13
Matthew 10:22,Mark 13:13
Matthew 10:22,James 1:12
Matthew 10:22,Revelation 2:10
Matthew 10:28,Isaiah 8:12
Matthew 10:28,Isaiah 8:13
Matthew 10:37,Luke 14:26
Matthew 11:5,Isaiah 35:4
Matthew 11:5,Isaiah 35:5
Matthew 11:5,Isaiah 35:6
Matthew 11:5,Isaiah 61:1
Matthew 11:5,Isaiah 61:2
Matthew 11:5,Isaiah 61:3
Matthew 11:5,Luke 4:18
Matthew 11:10,Malachi 3:1
Matthew 11:12,Luke 16:16
Matthew 11:27,Matthew 28:18
Matthew 11:27,Luke 10:22
Matthew 11:27,John 1:18
Matthew 11:27,John 3:35
Matthew 11:27,John 5:21
Matthew 11:27,John 5:22
Matthew 11:27,John 5:23
Matthew 11:27,John 5:24
Matthew 11:27,John 5:25
Matthew 11:27,John 5:26
Matthew 11:27,John 5:27
Matthew 11:27,John 5:28
Matthew 11:27,John 5:29
Matthew 11:27,John 6:46
Matthew 11:27,John 7:29
Matthew 11:27,John 10:15
Matthew 11:27,John 13:3
Matthew 11:27,John 14:6
Matthew 11:27,John 14:7
Matthew 11:27,John 14:8
Matthew 11:27,John 14:9
Matthew 11:27,John 17:2
Matthew 11:27,John 17:3
Matthew 11:27,John 17:25
Matthew 11:27,John 17:26
Matthew 11:27,Philippians 2:10
Matthew 11:27,Philippians 2:11
Matthew 11:27,1 Peter 3:22
Matthew 11:27,1 John 2:23
Matthew 11:27,1 John 5:19
Matthew 11:27,1 John 5:20
Matthew 11:27,2 John 1:9
Matthew 11:28,Isaiah 55:1
Matthew 11:28,Isaiah 55:2
Matthew 11:28,Isaiah 55:3
Matthew 11:28,Isaiah 66:2
Matthew 11:28,Micah 6:6
Matthew 11:28,Micah 6:7
Matthew 11:28,Micah 6:8
Matthew 11:28,Matthew 11:29
Matthew 11:28,Matthew 23:4
Matthew 11:28,John 6:37
Matthew 11:28,John 7:37
Matthew 11:28,Galatians 5:1
Matthew 11:29,Jeremiah 6:16
Matthew 11:29,Philippians 2:7
Matthew 11:29,Philippians 2:8
Matthew 11:29,1 John 2:6
Matthew 12:34,Matthew 15:18
Matthew 12:34,Luke 6:45
Matthew 13:35,Psalms 78:2
Matthew 13:35,Ephesians 3:9
Matthew 15:8,Isaiah 29:13
Matthew 16:16,Matthew 14:33
Matthew 16:16,Matthew 27:54
Matthew 16:16,John 11:27
Matthew 16:16,1 Timothy 4:10
Matthew 16:17,Galatians 1:16
Matthew 16:18,Ephesians 2:19
Matthew 16:18,Ephesians 2:20
Matthew 16:18,Ephesians 2:21
Matthew 16:18,Ephesians 2:22
Matthew 16:18,Colossians 1:18
Matthew 16:19,Matthew 18:18
Matthew 16:24,Matthew 10:38
Matthew 16:24,Luke 14:27
Matthew 16:24,1 Peter 4:1
Matthew 16:24,1 Peter 4:2
Matthew 16:26,Job 27:8
Matthew 16:27,Romans 2:6
Matthew 16:27,2 Corinthians 5:10
Matthew 17:20,Matthew 21:21
Matthew 17:20,Mark 11:23
Matthew 17:20,Luke 17:6
Matthew 18:3,Mark 10:14
Matthew 18:3,Mark 10:15
Matthew 18:3,1 Peter 2:2
Matthew 18:15,Leviticus 19:17
Matthew 18:18,Matthew 16:19
Matthew 19:14,Matthew 18:3
Matthew 19:26,Job 42:2
Matthew 19:26,Jeremiah 32:27
Matthew 19:26,Zechariah 8:6
Matthew 19:26,Mark 10:27
Matthew 19:26,Luke 1:37
Matthew 19:26,Luke 18:27
Matthew 19:29,Matthew 10:37
Matthew 19:29,Matthew 10:38
Matthew 19:29,Matthew 16:25
Matthew 19:29,Mark 10:29
Matthew 19:29,Mark 10:30
Matthew 19:29,Luke 14:26
Matthew 19:29,Luke 18:29
Matthew 19:29,Luke 18:30
Matthew 19:29,Philippians 3:8
Matthew 19:29,1 Peter 4:14
Matthew 20:28,Luke 22:27
Matthew 21:13,Jeremiah 7:11
Matthew 21:42,Psalms 118:22
Matthew 21:42,Psalms 118:23
Matthew 22:37,Deuteronomy 6:5
Matthew 22:37,Luke 10:27
Matthew 22:39,Leviticus 19:18
Matthew 24:9,John 15:19
Matthew 24:9,John 15:20
Matthew 24:9,John 16:2
Matthew 24:13,Matthew 10:22
Matthew 24:15,Daniel 9:27
Matthew 24:21,Daniel 12:1
Matthew 24:30,Revelation 1:7
Matthew 24:35,Numbers 23:19
Matthew 24:35,Psalms 19:7
Matthew 24:35,Psalms 89:34
Matthew 24:35,Psalms 102:26
Matthew 24:35,Proverbs 30:5
Matthew 24:35,Isaiah 40:8
Matthew 24:35,Isaiah 51:6
Matthew 24:35,Isaiah 54:10
Matthew 24:35,Isaiah 55:11
Matthew 24:35,Jeremiah 31:35
Matthew 24:35,Jeremiah 31:36
Matthew 24:35,Matthew 5:18
Matthew 24:35,Titus 1:2
Matthew 24:35,Hebrews 1:11
Matthew 24:35,Hebrews 1:12
Matthew 24:35,1 Peter 1:25
Matthew 24:35,2 Peter 3:7
Matthew 24:35,2 Peter 3:8
Matthew 24:35,2 Peter 3:9
Matthew 24:35,2 Peter 3:10
Matthew 24:35,2 Peter 3:11
Matthew 24:35,2 Peter 3:12
Matthew 24:35,Revelation 3:14
Matthew 24:35,Revelation 6:14
Matthew 24:35,Revelation 20:11
Matthew 24:36,Mark 13:32
Matthew 24:36,Acts 1:7
Matthew 25:21,Matthew 25:23
Matthew 25:21,Luke 16:10
Matthew 25:21,John 12:26
Matthew 25:21,2 Timothy 2:12
Matthew 25:40,Proverbs 19:17
Matthew 26:31,Zechariah 13:7
Matthew 27:46,Psalms 22:1
Matthew 28:18,Matthew 11:27
Matthew 28:18,John 3:35
Matthew 28:18,1 Corinthians 15:27
Matthew 28:18,Ephesians 1:20
Matthew 28:18,Ephesians 1:21
Matthew 28:18,Ephesians 1:22
Matthew 28:18,Hebrews 2:8
Matthew 28:18,1 Peter 3:22
Matthew 28:19,Mark 16:15
Matthew 28:19,Mark 16:16
Mark 3:18,Acts 1:13
Mark 4:12,Isaiah 6:9
Mark 4:12,Isaiah 6:10
Mark 4:12,Jeremiah 5:21
Mark 7:6,Isaiah 29:13
Mark 8:18,Deuteronomy 29:4
Mark 8:18,Psalms 115:5
Mark 8:18,Psalms 115:6
